path,bytes,sha256,error
"p2\\debug\\polyprophet_debug_2025-12-20T19-24-52-540Z.json",204005,d5206f6fd5e0f83a19854be74d971ea101ee2f14f53ba4b0be511a9f7a059edc,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-20T19-24-52-540Z.json",204005,d5206f6fd5e0f83a19854be74d971ea101ee2f14f53ba4b0be511a9f7a059edc,
"p2\\debug\\polyprophet_debug_2025-12-20T13-18-39-796Z.json",203107,f113cd43b25ff37f4d041d8aba542c283787bf32fbff6e26484ed5fdadd0edfd,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-20T13-18-39-796Z.json",203107,f113cd43b25ff37f4d041d8aba542c283787bf32fbff6e26484ed5fdadd0edfd,
"p2\\debug\\polyprophet_debug_2025-12-24T10-34-43-912Z.json",198755,a5a3164d70802f0257c62a293f484b9b50771dde9fc55dec97bce3a2b79c8bf2,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-24T10-34-43-912Z.json",198755,a5a3164d70802f0257c62a293f484b9b50771dde9fc55dec97bce3a2b79c8bf2,
"p2\\debug\\polyprophet_debug_2025-12-27T06-29-34-638Z.json",198698,f9412bd8436e8af38871b5c9d40224b2fa68a7d9f6448e275bbfeb7be1ced85b,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-27T06-29-34-638Z.json",198698,f9412bd8436e8af38871b5c9d40224b2fa68a7d9f6448e275bbfeb7be1ced85b,
"p2\\debug\\polyprophet_debug_2025-12-27T11-08-27-276Z.json",198268,4b0466b53de69d8d0aa6321d267a98aefc1066a48c42beb02ae402f0a78641fe,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-27T11-08-27-276Z.json",198268,4b0466b53de69d8d0aa6321d267a98aefc1066a48c42beb02ae402f0a78641fe,
"p2\\debug\\polyprophet_debug_2025-12-19T18-15-30-228Z.json",197785,4c82b2724bf75cdc5b4f6c030d6c066dbede3554083349357588b84434bf6281,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-19T18-15-30-228Z.json",197785,4c82b2724bf75cdc5b4f6c030d6c066dbede3554083349357588b84434bf6281,
"p2\\debug\\polyprophet_debug_2025-12-19T15-32-58-456Z.json",197586,4e27839d7ab117a180ecffb366907e75555f5fcff571b560687ca0b7140a71bb,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-19T15-32-58-456Z.json",197586,4e27839d7ab117a180ecffb366907e75555f5fcff571b560687ca0b7140a71bb,
"p2\\debug\\polyprophet_debug_2025-12-23T16-46-47-851Z.json",194770,3b8d10dc0961b765d4d255269b22fdf430fa36c1ae0fe8c283da49ab4e88c624,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-23T16-46-47-851Z.json",194770,3b8d10dc0961b765d4d255269b22fdf430fa36c1ae0fe8c283da49ab4e88c624,
"p2\\debug\\polyprophet_debug_2025-12-23T12-21-28-753Z.json",188916,0baffac564ce458493cb71629edc8e4a970f43c5850fe1207166d5949e49853d,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-23T12-21-28-753Z.json",188916,0baffac564ce458493cb71629edc8e4a970f43c5850fe1207166d5949e49853d,
"p2\\debug\\polyprophet_debug_2025-12-25T19-55-04-560Z.json",188888,a2aaf42addb5efbe1a2b4f4220531d2197ba8fa8b6edab8f9003c38bafc79233,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-25T19-55-04-560Z.json",188888,a2aaf42addb5efbe1a2b4f4220531d2197ba8fa8b6edab8f9003c38bafc79233,
"p2\\debug\\polyprophet_debug_2025-12-26T19-31-40-253Z.json",188724,feaf2944fc46e0e7eb0a70725a8515b541ebae9113b569c127d3f7f2bfaf2a62,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-26T19-31-40-253Z.json",188724,feaf2944fc46e0e7eb0a70725a8515b541ebae9113b569c127d3f7f2bfaf2a62,
"p2\\debug\\polyprophet_debug_2025-12-22T07-30-10-239Z.json",187524,94e4514f3571010c010d21589a494a85961cdcee11e803f34a34b016295bd94d,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-22T07-30-10-239Z.json",187524,94e4514f3571010c010d21589a494a85961cdcee11e803f34a34b016295bd94d,
"p2\\debug\\polyprophet_debug_2025-12-25T14-23-38-476Z.json",183821,3ebfc95fcb47db20cc38ac2e8e66a31b0765a5a8d62fe4f1ba26fce724dfaeb6,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-25T14-23-38-476Z.json",183821,3ebfc95fcb47db20cc38ac2e8e66a31b0765a5a8d62fe4f1ba26fce724dfaeb6,
"p2\\debug\\polyprophet_debug_2025-12-21T06-15-16-927Z.json",182241,460ae235324b0112d1ff4ce55b455381a90b920187c14aab0cb740dad7c06b5a,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-21T06-15-16-927Z.json",182241,460ae235324b0112d1ff4ce55b455381a90b920187c14aab0cb740dad7c06b5a,
"p2\\debug\\polyprophet_debug_2025-12-24T22-35-38-932Z.json",182188,4acdf5fc6125a7293c95080d298e8fff97609de905ac3cbfcbbfe1de423179a0,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-24T22-35-38-932Z.json",182188,4acdf5fc6125a7293c95080d298e8fff97609de905ac3cbfcbbfe1de423179a0,
"p2\\debug\\polyprophet_debug_2025-12-18T22-30-35-403Z.json",181938,55b85b406a63913f500b900ca7699f6f1021117f2aa3bee8325d52dc85705b67,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-18T22-30-35-403Z.json",181938,55b85b406a63913f500b900ca7699f6f1021117f2aa3bee8325d52dc85705b67,
"p2\\debug\\polyprophet_debug_2025-12-26T21-48-55-618Z.json",177623,5c9729294efe718ac1b6cc25805cd5ba0b973609cf6a7ad5827b1259c8d5ad3f,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-26T21-48-55-618Z.json",177623,5c9729294efe718ac1b6cc25805cd5ba0b973609cf6a7ad5827b1259c8d5ad3f,
"p2\\debug\\polyprophet_debug_2025-12-19T14-59-42-755Z.json",177498,dd97b191fddafea31e6236ffd6eb9e3df687199d27aa38114dbb9dc4e53e86dc,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-19T14-59-42-755Z.json",177498,dd97b191fddafea31e6236ffd6eb9e3df687199d27aa38114dbb9dc4e53e86dc,
"p2\\debug\\polyprophet_debug_2025-12-27T10-24-01-499Z.json",176505,c9c030aaab22f323c01ffa5f033918705a2f62baf2903f8a8c44643c7b70da0a,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-27T10-24-01-499Z.json",176505,c9c030aaab22f323c01ffa5f033918705a2f62baf2903f8a8c44643c7b70da0a,
"p2\\debug\\polyprophet_debug_2025-12-26T21-04-33-443Z.json",176088,217d856d9aecfcbf023c025f05b4f138d8b9106cfd01dc2134f130dd5a75d376,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-26T21-04-33-443Z.json",176088,217d856d9aecfcbf023c025f05b4f138d8b9106cfd01dc2134f130dd5a75d376,
"p2\\debug\\polyprophet_debug_2025-12-25T19-16-37-940Z.json",173988,4bbca31a952ccf986e3558dfe7021fd2d1cb574f6c20214766d58e589a24a73c,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-25T19-16-37-940Z.json",173988,4bbca31a952ccf986e3558dfe7021fd2d1cb574f6c20214766d58e589a24a73c,
"p2\\debug\\polyprophet_debug_2025-12-25T11-30-04-780Z.json",173894,f5b88f9a5bdc29c425ea0d807b1ce8e2a9a9ba8d37e61261eba6d097b8788056,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-25T11-30-04-780Z.json",173894,f5b88f9a5bdc29c425ea0d807b1ce8e2a9a9ba8d37e61261eba6d097b8788056,
"p2\\debug\\polyprophet_debug_2025-12-23T20-36-02-820Z.json",173780,aba62e4ff60a27001fa644345a6e0dea8ec1e67952c3a61f74ec6b50c1487aa8,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-23T20-36-02-820Z.json",173780,aba62e4ff60a27001fa644345a6e0dea8ec1e67952c3a61f74ec6b50c1487aa8,
"p2\\debug\\polyprophet_debug_2025-12-26T20-17-24-336Z.json",173691,f566e17c8fc915afacc1a00dc5942a58dbefa5780b28ed01cdebfbb2998fa2eb,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-26T20-17-24-336Z.json",173691,f566e17c8fc915afacc1a00dc5942a58dbefa5780b28ed01cdebfbb2998fa2eb,
"p2\\debug\\polyprophet_debug_2025-12-24T19-19-25-598Z.json",173576,c94ccecb0d8d36855d069ff7205c31ba68bcd65e38955d8bc71dfdb5bc8ddc32,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-24T19-19-25-598Z.json",173576,c94ccecb0d8d36855d069ff7205c31ba68bcd65e38955d8bc71dfdb5bc8ddc32,
"p2\\debug\\polyprophet_debug_2025-12-21T17-22-54-172Z.json",172476,5b2a0e17e01d72a5d28d1404fda8c2b87f26c437410eca3bfddecb654925344a,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-21T17-22-54-172Z.json",172476,5b2a0e17e01d72a5d28d1404fda8c2b87f26c437410eca3bfddecb654925344a,
"p2\\debug\\polyprophet_debug_2025-12-24T17-32-56-886Z.json",171309,61d0206b0932b1c81de7cbdcfbc0fee11e6e34ea81fee8d4186d99ffcd8b8f86,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-24T17-32-56-886Z.json",171309,61d0206b0932b1c81de7cbdcfbc0fee11e6e34ea81fee8d4186d99ffcd8b8f86,
"p2\\debug\\polyprophet_debug_2025-12-27T10-09-54-711Z.json",170084,6959d0e897ce16ed065397b100d498704611e363340156c5654dbc029b5d2775,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-27T10-09-54-711Z.json",170084,6959d0e897ce16ed065397b100d498704611e363340156c5654dbc029b5d2775,
"p2\\debug\\polyprophet_debug_2025-12-21T03-29-21-806Z.json",170019,f7985365d62737081cf9943cc9d501d4edc1d2f187fd6e47d4336c5e95373dfa,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-21T03-29-21-806Z.json",170019,f7985365d62737081cf9943cc9d501d4edc1d2f187fd6e47d4336c5e95373dfa,
"p2\\debug\\polyprophet_debug_2025-12-25T13-48-29-813Z.json",168252,f12d39863e7e0ec2644fc477bbfa80af103b9bea8530896151bab6fe1cb5baaf,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-25T13-48-29-813Z.json",168252,f12d39863e7e0ec2644fc477bbfa80af103b9bea8530896151bab6fe1cb5baaf,
"p2\\debug\\polyprophet_debug_2025-12-24T09-33-09-808Z.json",167617,9db41fb8b62421be19f94dc03631db2270f3776966b54a6b98faf8e502708668,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-24T09-33-09-808Z.json",167617,9db41fb8b62421be19f94dc03631db2270f3776966b54a6b98faf8e502708668,
"p2\\debug\\polyprophet_debug_2025-12-18T20-40-25-896Z.json",166987,9eaa10b95e99cdc568eef0a09f71891ddabc852e8e1852eb9bcb876bf67d59ca,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-18T20-40-25-896Z.json",166987,9eaa10b95e99cdc568eef0a09f71891ddabc852e8e1852eb9bcb876bf67d59ca,
"p2\\debug\\polyprophet_debug_2025-12-24T11-27-42-500Z.json",159521,924aa32f22844ad183186fe95bb77dc2526763294ae5316fbd85fae85b2e4cc5,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-24T11-27-42-500Z.json",159521,924aa32f22844ad183186fe95bb77dc2526763294ae5316fbd85fae85b2e4cc5,
"repo_integrity_manifest.json",133312,e279573bdcc846aa5605e3c74d160320ce1e98e69595c148abdc63b34e8659ae,
"p2\\debug\\polyprophet_debug_2025-12-26T20-44-18-684Z.json",128987,5de1718ad6980a698f9af803506b9cbe774657973849d9beb9c319abf07e9d38,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-26T20-44-18-684Z.json",128987,5de1718ad6980a698f9af803506b9cbe774657973849d9beb9c319abf07e9d38,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\package-lock.json",116350,a1de1fadbfa2101daf1762ac709b39e883f7c1d921c6385250ad0c8c9b4ca013,
"p2\\package-lock.json",106687,47bce12d578460107449f358244c9930dd2a0e1beda095cb3a84afcffd00d945,
"p2\\public\\index.html",40131,31ec1656e3ddb169d3f833fc194d7ccc70b26ddc61dd5031757c2c5951e16122,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\public\\mobile.html",34844,218a47dae4baf3d5961853f3f586f744a4a38aa00100894cf483aff53763d08f,
"POLYPROPHET-FINAL\\server.js",34020,52d4f4e120379e30e944d9c81d622e347e7219ea70bb8e49936ac0cd343eb1db,
"POLYPROPHET-FINAL\\public\\mobile.html",32718,e7a17e6430e85de307349e53be2aeee03f00870834a5c066e4ed64cb04cb1171,
"POLYPROPHET-FINAL\\public\\index.html",31202,c4aaf2fd5da0e7659b9787dbf3927c19eb076995ac7cd87b3e7cb80043659e27,
"p2\\server.js",15581,8e5272cc8c86a26014379cbcfdc856cdc70915417d91f8c90dc5b7f531cfb253,
"POLYPROPHET-FINAL\\backtest.js",12512,e3f97e7b7fd45eea2cc318adf105ab9bf37531a7c3b354ce338431c5eb1d9033,
"debug_trade_analysis_output.json",12158,f314181a78f0de6bd4e53ed53b0b2aed83741b43a30a3a45683d63cb1319cfe1,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\tools\\backtest_comprehensive.js",11004,fc460cdf3d0bff70ab3ac427005e1c89ebe2b113b40ba5107a3085fb233dc45a,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\FINAL_SUMMARY.md",10975,f73125cce987b4c6efe9f20bc215f4a29b15fbbb6f48d6e313f421681ab189b6,
"POLYPROPHET-FINAL\\README.md",10355,e875392a410511dc4649fca53a3cd7d38b60c8c1514b89818ec965cb5db061f1,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\tools\\analyze_cycles.js",9826,3d3e0ba1e01a81a8b7a9d34ede59ba32051e59efc2af4705575b49b5285d90d1,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\tools\\analyze_trades_deep.js",9588,85a0819b964ca20ff5d9d260d6f991b316f6d16a2c015eb2bc5f804a2a294035,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\PROGRESS_TIMELINE.md",9382,b8575f80d36c3d3476f2b634f81de4f2dc9c6ff41cbe02fc1d9df57d5590b7f6,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\public\\index.html",8759,a73b5924d03c5090faeddee91a3dd2f982cd2c39b47c0526039c8d3d59fdbe41,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\tools\\audit_debug_logs.js",8529,145a75f588367d20361a8034cbcf198b057a69612c06845d0413c02f29ad9a02,
"POLYPROPHET-FINAL\\src\\supreme_brain.js",8454,708576e028843b037496953115dcc33cdf175628e8f439d470c822b983b51123,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\tools\\replay_trades_backtest.js",8073,22f20b92f054e1df502743b4a42c8f00bf5ca6b90f1d86797014d77171024c70,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\FINAL_ATOMIC_SYSTEM_COMPLETE.md",7552,d21aa6e2e741bd732cbdc9465153ba0914c0deb32ab84fce39b1f1a6d3a51090,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\CRITICAL_FINAL_VERIFICATION.md",7386,8d5fee09bcab6052414122d2b075facc82b24076e406bbec04877e0f127cabf6,
"p2\\src\\supreme_brain.js",7040,588fdf4fae4e4925c19bd033137b1d54c05c63fd337f54d2efb08ed589a311ee,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\tools\\analyze_illiquidity_gap.js",6327,c008dce9418b8451d66ac5b6b5fd66cdde0b3a1e262c2e46d291764013e924e9,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\COMPREHENSIVE_ANALYSIS_FINAL.md",5949,9a62e71893d5637490e94fb8a5700dbd12cb2d156be2db44e58a3c94a604e4ba,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\tools\\audit_markdown.js",5270,e95483cf6b71ac748e9eccd015d31b53640d4ef7a103244573517d952462efbc,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\README_ATOMIC_FINAL.md",5083,0f0c5d2bd2508ffb4becdcd93c9d6837c25356204ad6c913b45c887bfbc2d4b7,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\PINNACLE_VERDICT.md",4933,31f6c6622dc3679bcfcef67d104e501fd5cc8d9fcc2e48390201d47b1d38a778,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\CONSISTENCY_LEDGER.md",4492,291bc7fcb84244582d1926dc4b42385a7aee434edf4f458332b79eb89b5dc00a,
"p2\\src\\market_adapter.js",4099,4ed9322ddc7c4cdbc8c23eb5952635b8486e2a3d01a85bfe9f3d73d64bf351f8,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\README.md",4009,c11b31ddb49426b7907de4eda0662ab14aba99aae684d66be18950898d258d85,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\ATOMIC_INVESTIGATION_FINDINGS.md",3796,f73a6c8a1c8f3d5a4cf12ec0ccecec7ffdd69f5910bed9a4ff60dce8a29a9bb5,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\DEBUG_AUDIT_FINDINGS.md",3735,8eaa0dc1f36dc877e7bdc10623d6f3b755c6c2f9891ed4bee77c442cf86a6fb6,
"p2\\generate_creds.js.example",3214,7f791ebe9fae0539f8b8071734533c701bfc007737e8f598a0a608a3495c6134,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\generate_creds.js.example",3214,7f791ebe9fae0539f8b8071734533c701bfc007737e8f598a0a608a3495c6134,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\COMPREHENSIVE_FILE_CHECK.md",3167,e4d5db5f8b756d6d8a674284d77afdc2ef98ec31277327ec5f1229f1f2b1a849,
"p2\\README.md",3066,ea0bf4a680bb8bc0fdc767db7a28fcfc691a591475d9fd5e146409009019b0ce,
"POLYPROPHET-FINAL\\src\\market_adapter.js",3005,90b30152b2b7982bcde0a1cc7c6293d4464e64c97e5a9a415cbd09274352fc41,
"FORENSIC_LEDGER.md",2829,12ba3fd7ff7fed6024b7e36a5dc3174bb388c925ed394f25aeee343c6150c6ba,
"p2\\FORENSIC_LEDGER_MASTER.md",2793,b571574ba35f7141d560d9b4fbb07d21737183666dead5f698911e1b8e97d522,
"p2\\src\\math_utils.js",2778,580e3963819073d36a29edd615a5cfa540d49d2d7762c8ef2b78bfc5b9e6c00c,
"p2\\.env.example",2702,2f235d1fdc2800193fbc3137e7c470c80c5d0f02a73b05d04baa41d8d123f75b,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\.env.example",2702,2f235d1fdc2800193fbc3137e7c470c80c5d0f02a73b05d04baa41d8d123f75b,
"p2\\src\\state.js",2697,b30a173182d2a981e2c4ef28b22b6adcca7b9e7d17c2f56718bb0baa36ff77c7,
"p2\\src\\bridge.js",2459,fffd71e0ed7bc74c178aa372e4523bc5d084688eb9c457e309bb7ba4cd566daf,
"debug\\trade_replay_backtest_v2.json",2449,1afd177f7234cefb5914644a61a619b24a08f2f4a12e55c690dc39a39fa4c340,
"p2\\src\\redemption.js",2229,5dec588c9c2b8b4d9360febf8e8c555776ea2dc3b92a411d3de71bca251cab98,
"p2\\README_OMEGA_V2.md",2227,069dc4338c0a2ac800865d3c8221ca34719335310a304cddd4aa50db0505a36a,
"p2\\src\\risk.js",1782,938ba5802a6b27232a4860518d3968981e11e2d730fc671fc9b77a7d145ce7cd,
"p2\\backtest.js",1776,6e45932c356d15b12271a244a593c7af9089ff147826ecb37126ead894a1f31d,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\GITHUB_PUSH_INSTRUCTIONS.md",1696,db2f87268c8a19bfe6ff2503613b39c517a267663b09efd2aaea2ae2e606734a,
"POLYPROPHET-FINAL\\src\\math_utils.js",1675,64e4d8c26cbacb4f5edb92bfb2e02961ffd070b974f378b252b3c9d7c1626b4b,
"p2\\src\\exit.js",1582,477f8df30a464fdefe1c713831d1fababad6688f7bc6b0ce27c1585f65b42e5c,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\PUSH_NOW.md",1487,8c597ffc0fbb32d71c8273a20287b502ba5fec8b5ff66ccafdd9c4267a3e6534,
"p2\\src\\recovery.js",1455,d76e3d1ea9bb6a2fa302cddac8fb4cd62c7a312fe38c403ab9e067136144a230,
"POLYPROPHET-FINAL\\src\\state.js",1379,845569c06490307de134fe939c16a9729afe83f30e78dbe39d89731169b2942c,
"POLYPROPHET-FINAL\\src\\ev.js",1349,27df7e7e57265373ff8b77c1517c50766cd8709a314267ec4d8cae5ecd06329a,
"p2\\src\\ev.js",1283,1f131ca50af247460f3003df526ddf954bbf2069970516cf626e3063a8895517,
"POLYPROPHET-FINAL\\src\\risk.js",1198,b2d4550c80dcf2b6dab241e60be3993afcc9cec184f114220c9ec526d59fd224,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\FINAL_PUSH_CONFIRMATION.md",1030,1873f976ae95518b71a6523f95f4b8e152ce040a6fc1c0677a13379a8e487dee,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\package.json",748,d5442f682a50b816e8012d4d119d94f8d3dda8c1437b7824799fa79e74a6eaf7,
"p2\\package.json",746,6ab338280c293c3e5e67147bfadafd3898943e9f560b6e3dbffd45adff09ae5e,
"POLYPROPHET-FINAL\\package.json",729,5c0121d8d0c1246f2cbbdc39179b5bf7d98a58c4c817f687042ccbe7ad37c7ae,
"README.md",722,8bdcd16259515e67d8fe1290155396cbcd3e5d755ad7349528f7cac944469915,
"render.yaml",509,b64aa6f7c23529a90e0e3cf881e6a90e221b5001793d7f0cc66af9ea89120929,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\.gitattributes",459,2fb042663de37e985c3f69ab0fb0f11c8154b5785240eed245fe76090ef4006a,
".gitignore",353,714602b1bd0aad749fb71864450b43b7051c45e4d48dc74e2a84ed74e562363c,
"p2\\.gitignore",209,44ae4017c117d98416b62dcc7766d35f334c5b64700e6f3afb93469983b38a20,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\.gitignore",70,ded5d954f81087c37d2f703ea51d685c395c8f7a300212c1d3f6d48edc352ff6,
